"% Context"
"% Emotions Detection Is an Interesting Blend of Psychology and Technology."
"% -This Technology Helps to Build a Companion Robots,This Robots Can be Friendly and Have The Ability to Recognize Users Emotions and Needs, and to Act Accordingly."
"% -Its Essentially a Way to Determine How your Consumers are Reacting to Your Website, Social Media Posts, and Other Forms of Your Online Content This Helps to Transform the Face of Marketing and Advertising by Reading Human Emotions and Then Adapting Consumer Experiences to These Emotions in Real Time."
"% 1-What is Emotions Sensor Dataset:"
"% Emotions Sensor Data Set Contain Top 23 730 English Words Classified Statistically Using Naive Bayes  Algorithm Into 7 Basic Emotion Disgust, Surprise ,Neutral ,Anger ,Sad ,Happy and Fear."
"% 2-How We Build This Dataset:"
"% -First We Collected Thousands of Sentences , Blogs and  Twitters ."
"% all about  1.185.540  Words"
"% -We Labeled Manually and Automatically this Sentences  Into 7 Basic Emotion Disgust, Surprise ,Neutral ,Anger ,Sad ,Happy and Fear."
"% -Now We Choose The Top of Most Used  23 730  English Words"
"% -Word by Word We Calculated The Probabilities of Existence of  This  Words in  Disgust, Surprise ,Neutral ,Anger ,Sad ,Happy and Fear Sentences and Put Them in Simple CSV File"
"% -We Used The Naive Bayes  Algorithm To Calculate This Probabilities Of Existence Of This Words"
"% 3-Where To Use This Dataset:"
"% Emotions Sensor DataSet Helps To Detect Emotions In Text or Voice Speech and You Can Easily Build a Sentiment Analysis Bot In few simple steps."
"% Questions or Get the  full Emotions Sensor Data Set  Contain Top 23730 English Words ?"
"% To Get your  copy of the  full Emotions Sensor Data Set    Or Contact me   : codibitsgmail.com"
"@RELATION Emotions--Sensor-Data-Set"
""
"@ATTRIBUTE word STRING"
"@ATTRIBUTE disgust REAL"
"@ATTRIBUTE surprise REAL"
"@ATTRIBUTE neutral REAL"
"@ATTRIBUTE anger REAL"
"@ATTRIBUTE sad REAL"
"@ATTRIBUTE happy REAL"
"@ATTRIBUTE fear REAL"
""
"@DATA"
"'ability ',0.004464286,0.047831636,0.00063775515,0.023596939,0.013392858,0.015943877,0.04017858"
"'able ',1.7322194e-05,0.0001823925,0.00040859997,0.0001762788,0.00021907479999999998,0.00024352966,0.00018646833"
"'abuse ',0.0005317264,0.00017724212,0.00017724212,0.13736264,0.0012406948,0.0015951791,0.002658632"
"'academy ',0.0071428576,0.021428574,0.0071428576,0.0071428576,0.0071428576,0.092857145,0.035714287000000004"
"'accept ',0.008270676999999999,0.0067669176,0.00075187976,0.048872184000000006,0.018796993,0.024812032,0.038345866"
"'acceptance ',0.002747253,0.008241759,0.002747253,0.013736265,0.024725277,0.09065934,0.013736265"
"'accounting ',0.017857144,0.017857144,0.017857144,0.017857144,0.053571432999999995,0.08928572,0.017857144"
"'accuracy ',0.035714287000000004,0.10714286599999999,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004"
"'achieve ',0.0013824885,0.004147466,0.00046082949999999996,0.0050691245,0.0069124424,0.12211982,0.0050691245"
"'acid ',0.017857144,0.017857144,0.017857144,0.017857144,0.125,0.017857144,0.017857144"
"'active ',0.0023809527,0.035714287000000004,0.0023809527,0.026190478,0.05,0.026190478,0.011904763"
"'activities ',3.1466332e-06,3.4612967e-05,0.0012618,4.7199497e-05,5.9786034e-05,2.2026434e-05,1.5733164999999998e-05"
"'adding ',0.0032467535,0.0487013,0.0032467535,0.022727275,0.016233768,0.02922078,0.035714287000000004"
"'addresses ',0.035714287000000004,0.10714286599999999,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004"
"'administrator ',0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.10714286599999999"
"'adobe ',0.035714287000000004,0.035714287000000004,0.035714287000000004,0.035714287000000004,0.10714286599999999,0.035714287000000004,0.035714287000000004"
"'adult ',0.0018796993,0.05075188,0.0018796993,0.028195491,0.020676693,0.013157894,0.035714287000000004"
"'adults ',0.014285715,0.042857148,0.0047619054,0.033333335,0.014285715,0.023809526,0.033333335"
"'advanced ',1.7253278e-05,3.4506559e-06,0.0013837129000000001,3.4506559e-06,1.7253278e-05,1.0351967e-05,1.0351967e-05"
"'advantage ',0.023809526,0.02813853,0.0021645023999999997,0.015151517,0.032467537000000005,0.015151517,0.036796536"
"'adventure ',0.0015197569,0.022796353,0.0015197569,0.013677813,0.06838906,0.016717326,0.025835866000000002"
